farm,trap_count,year,date,tempf,dwpf,drct,feel,regression_count,poisson_count,NB_count,poisson_count_farm,NB_count_farm
Mason-B,7,2008,2008-08-25,66.07709497206706,56.459664804469305,143.18435754189943,66.10916201117323,2,2,2,1,1
Merrimack-T,0,2008,2008-09-01,65.82917030567693,59.14480349344991,136.02620087336246,66.12620087336252,2,2,2,0,0
Litchfield-M,1,2008,2008-09-01,65.82917030567693,59.14480349344991,136.02620087336246,66.12620087336252,2,2,2,7,8
Litchfield-W,3,2008,2008-09-01,65.82917030567693,59.14480349344991,136.02620087336246,66.12620087336252,2,2,2,5,5
Hudson-S,1,2008,2008-09-01,65.82917030567693,59.14480349344991,136.02620087336246,66.12620087336252,2,2,2,5,5
Pelham-G,0,2008,2008-09-01,65.82917030567693,59.14480349344991,136.02620087336246,66.12620087336252,2,2,2,2,2
Milford-S,4,2008,2008-09-01,65.82917030567693,59.14480349344991,136.02620087336246,66.12620087336252,2,2,2,6,6
Milford-L,1,2008,2008-09-01,65.82917030567693,59.14480349344991,136.02620087336246,66.12620087336252,2,2,2,1,1
Hollis-K,1,2008,2008-09-01,65.82917030567693,59.14480349344991,136.02620087336246,66.12620087336252,2,2,2,4,5
Hollis-B,1,2008,2008-09-01,65.82917030567693,59.14480349344991,136.02620087336246,66.12620087336252,2,2,2,7,7
Hollis-JL,1,2008,2008-09-01,65.82917030567693,59.14480349344991,136.02620087336246,66.12620087336252,2,2,2,1,1
Hollis-L,1,2008,2008-09-01,65.82917030567693,59.14480349344991,136.02620087336246,66.12620087336252,2,2,2,3,3
Nashua-S,1,2008,2008-09-01,65.82917030567693,59.14480349344991,136.02620087336246,66.12620087336252,2,2,2,1,1
Antrim-T,2,2008,2008-09-01,65.82917030567693,59.14480349344991,136.02620087336246,66.12620087336252,2,2,2,1,1
Peterborough-R,0,2008,2008-09-01,65.82917030567693,59.14480349344991,136.02620087336246,66.12620087336252,2,2,2,0,0
Jaffrey-C,1,2008,2008-09-01,65.82917030567693,59.14480349344991,136.02620087336246,66.12620087336252,2,2,2,3,3
Mason-B,0,2008,2008-09-01,65.82917030567693,59.14480349344991,136.02620087336246,66.12620087336252,2,2,2,2,2
Merrimack-T,0,2008,2008-09-08,62.00752136752133,57.04521367521363,95.0,61.92905982905979,3,3,3,0,0
Litchfield-M,1,2008,2008-09-08,62.00752136752133,57.04521367521363,95.0,61.92905982905979,3,3,3,7,8
Litchfield-W,0,2008,2008-09-08,62.00752136752133,57.04521367521363,95.0,61.92905982905979,3,3,3,5,5
Hudson-S,0,2008,2008-09-08,62.00752136752133,57.04521367521363,95.0,61.92905982905979,3,3,3,6,6
Pelham-G,0,2008,2008-09-08,62.00752136752133,57.04521367521363,95.0,61.92905982905979,3,3,3,3,3
Milford-S,2,2008,2008-09-08,62.00752136752133,57.04521367521363,95.0,61.92905982905979,3,3,3,6,6
Milford-L,0,2008,2008-09-08,62.00752136752133,57.04521367521363,95.0,61.92905982905979,3,3,3,2,2
Hollis-K,0,2008,2008-09-08,62.00752136752133,57.04521367521363,95.0,61.92905982905979,3,3,3,6,6
Hollis-B,0,2008,2008-09-08,62.00752136752133,57.04521367521363,95.0,61.92905982905979,3,3,3,5,5
Hollis-JL,0,2008,2008-09-08,62.00752136752133,57.04521367521363,95.0,61.92905982905979,3,3,3,2,2
Hollis-L,0,2008,2008-09-08,62.00752136752133,57.04521367521363,95.0,61.92905982905979,3,3,3,3,3
Nashua-S,0,2008,2008-09-08,62.00752136752133,57.04521367521363,95.0,61.92905982905979,3,3,3,0,0
Antrim-T,1,2008,2008-09-08,62.00752136752133,57.04521367521363,95.0,61.92905982905979,3,3,3,1,1
Peterborough-R,0,2008,2008-09-08,62.00752136752133,57.04521367521363,95.0,61.92905982905979,3,3,3,0,0
Jaffrey-C,5,2008,2008-09-08,62.00752136752133,57.04521367521363,95.0,61.92905982905979,3,3,3,2,2
Mason-B,0,2008,2008-09-08,62.00752136752133,57.04521367521363,95.0,61.92905982905979,3,3,3,2,2
Merrimack-T,0,2008,2008-09-15,57.83978835978838,50.022645502645524,146.1904761904762,57.5134920634921,2,2,2,0,0
Litchfield-M,0,2008,2008-09-15,57.83978835978838,50.022645502645524,146.1904761904762,57.5134920634921,2,2,2,5,6
Litchfield-W,0,2008,2008-09-15,57.83978835978838,50.022645502645524,146.1904761904762,57.5134920634921,2,2,2,5,5
Hudson-S,0,2008,2008-09-15,57.83978835978838,50.022645502645524,146.1904761904762,57.5134920634921,2,2,2,5,5
Pelham-G,0,2008,2008-09-15,57.83978835978838,50.022645502645524,146.1904761904762,57.5134920634921,2,2,2,2,2
Milford-S,2,2008,2008-09-15,57.83978835978838,50.022645502645524,146.1904761904762,57.5134920634921,2,2,2,6,7
Milford-L,0,2008,2008-09-15,57.83978835978838,50.022645502645524,146.1904761904762,57.5134920634921,2,2,2,1,1
Hollis-K,0,2008,2008-09-15,57.83978835978838,50.022645502645524,146.1904761904762,57.5134920634921,2,2,2,3,3
Hollis-B,1,2008,2008-09-15,57.83978835978838,50.022645502645524,146.1904761904762,57.5134920634921,2,2,2,6,6
Hollis-JL,0,2008,2008-09-15,57.83978835978838,50.022645502645524,146.1904761904762,57.5134920634921,2,2,2,1,1
Hollis-L,0,2008,2008-09-15,57.83978835978838,50.022645502645524,146.1904761904762,57.5134920634921,2,2,2,2,2
Nashua-S,0,2008,2008-09-15,57.83978835978838,50.022645502645524,146.1904761904762,57.5134920634921,2,2,2,1,1
Antrim-T,0,2008,2008-09-15,57.83978835978838,50.022645502645524,146.1904761904762,57.5134920634921,2,2,2,1,1
Peterborough-R,0,2008,2008-09-15,57.83978835978838,50.022645502645524,146.1904761904762,57.5134920634921,2,2,2,0,0
Jaffrey-C,0,2008,2008-09-15,57.83978835978838,50.022645502645524,146.1904761904762,57.5134920634921,2,2,2,2,3
Mason-B,0,2008,2008-09-15,57.83978835978838,50.022645502645524,146.1904761904762,57.5134920634921,2,2,2,1,1
Merrimack-T,0,2008,2008-09-22,58.26329501915703,54.78881226053636,92.10727969348659,58.041762452107214,3,3,3,0,0
Litchfield-M,0,2008,2008-09-22,58.26329501915703,54.78881226053636,92.10727969348659,58.041762452107214,3,3,3,8,9
Litchfield-W,0,2008,2008-09-22,58.26329501915703,54.78881226053636,92.10727969348659,58.041762452107214,3,3,3,5,4
Hudson-S,0,2008,2008-09-22,58.26329501915703,54.78881226053636,92.10727969348659,58.041762452107214,3,3,3,7,7
Pelham-G,0,2008,2008-09-22,58.26329501915703,54.78881226053636,92.10727969348659,58.041762452107214,3,3,3,3,3
Milford-S,0,2008,2008-09-22,58.26329501915703,54.78881226053636,92.10727969348659,58.041762452107214,3,3,3,6,6
Milford-L,0,2008,2008-09-22,58.26329501915703,54.78881226053636,92.10727969348659,58.041762452107214,3,3,3,2,2
Hollis-K,0,2008,2008-09-22,58.26329501915703,54.78881226053636,92.10727969348659,58.041762452107214,3,3,3,6,6
Hollis-B,0,2008,2008-09-22,58.26329501915703,54.78881226053636,92.10727969348659,58.041762452107214,3,3,3,6,6
Hollis-JL,0,2008,2008-09-22,58.26329501915703,54.78881226053636,92.10727969348659,58.041762452107214,3,3,3,3,3
Hollis-L,0,2008,2008-09-22,58.26329501915703,54.78881226053636,92.10727969348659,58.041762452107214,3,3,3,4,4
Nashua-S,0,2008,2008-09-22,58.26329501915703,54.78881226053636,92.10727969348659,58.041762452107214,3,3,3,0,0
Antrim-T,0,2008,2008-09-22,58.26329501915703,54.78881226053636,92.10727969348659,58.041762452107214,3,3,3,1,1
Peterborough-R,0,2008,2008-09-22,58.26329501915703,54.78881226053636,92.10727969348659,58.041762452107214,3,3,3,0,0
Jaffrey-C,0,2008,2008-09-22,58.26329501915703,54.78881226053636,92.10727969348659,58.041762452107214,3,3,3,2,2
Mason-B,0,2008,2008-09-22,58.26329501915703,54.78881226053636,92.10727969348659,58.041762452107214,3,3,3,2,2
Merrimack-T,0,2008,2008-09-29,56.2146502057613,51.80427983539096,92.05761316872427,56.05069958847734,3,3,3,0,0
Litchfield-M,0,2008,2008-09-29,56.2146502057613,51.80427983539096,92.05761316872427,56.05069958847734,3,3,3,7,7
Litchfield-W,0,2008,2008-09-29,56.2146502057613,51.80427983539096,92.05761316872427,56.05069958847734,3,3,3,5,5
Hudson-S,0,2008,2008-09-29,56.2146502057613,51.80427983539096,92.05761316872427,56.05069958847734,3,3,3,7,7
Pelham-G,0,2008,2008-09-29,56.2146502057613,51.80427983539096,92.05761316872427,56.05069958847734,3,3,3,3,3
Milford-S,0,2008,2008-09-29,56.2146502057613,51.80427983539096,92.05761316872427,56.05069958847734,3,3,3,6,6
Milford-L,0,2008,2008-09-29,56.2146502057613,51.80427983539096,92.05761316872427,56.05069958847734,3,3,3,2,2
Hollis-K,0,2008,2008-09-29,56.2146502057613,51.80427983539096,92.05761316872427,56.05069958847734,3,3,3,5,5
Hollis-B,0,2008,2008-09-29,56.2146502057613,51.80427983539096,92.05761316872427,56.05069958847734,3,3,3,5,5
Hollis-JL,0,2008,2008-09-29,56.2146502057613,51.80427983539096,92.05761316872427,56.05069958847734,3,3,3,3,3
Hollis-L,0,2008,2008-09-29,56.2146502057613,51.80427983539096,92.05761316872427,56.05069958847734,3,3,3,3,3
Nashua-S,0,2008,2008-09-29,56.2146502057613,51.80427983539096,92.05761316872427,56.05069958847734,3,3,3,0,0
Antrim-T,0,2008,2008-09-29,56.2146502057613,51.80427983539096,92.05761316872427,56.05069958847734,3,3,3,0,0
Peterborough-R,0,2008,2008-09-29,56.2146502057613,51.80427983539096,92.05761316872427,56.05069958847734,3,3,3,0,0
Jaffrey-C,1,2008,2008-09-29,56.2146502057613,51.80427983539096,92.05761316872427,56.05069958847734,3,3,3,2,2
Mason-B,0,2008,2008-09-29,56.2146502057613,51.80427983539096,92.05761316872427,56.05069958847734,3,3,3,1,1
Merrimack-T,0,2008,2008-10-06,53.87435028248588,41.33333333333334,157.11864406779662,53.20310734463277,2,2,2,0,0
Litchfield-M,1,2008,2008-10-06,53.87435028248588,41.33333333333334,157.11864406779662,53.20310734463277,2,2,2,2,2
Litchfield-W,0,2008,2008-10-06,53.87435028248588,41.33333333333334,157.11864406779662,53.20310734463277,2,2,2,6,6
Hudson-S,0,2008,2008-10-06,53.87435028248588,41.33333333333334,157.11864406779662,53.20310734463277,2,2,2,6,6
Pelham-G,0,2008,2008-10-06,53.87435028248588,41.33333333333334,157.11864406779662,53.20310734463277,2,2,2,2,2
Milford-S,0,2008,2008-10-06,53.87435028248588,41.33333333333334,157.11864406779662,53.20310734463277,2,2,2,6,6
Milford-L,1,2008,2008-10-06,53.87435028248588,41.33333333333334,157.11864406779662,53.20310734463277,2,2,2,1,1
Hollis-K,0,2008,2008-10-06,53.87435028248588,41.33333333333334,157.11864406779662,53.20310734463277,2,2,2,2,2
Hollis-B,0,2008,2008-10-06,53.87435028248588,41.33333333333334,157.11864406779662,53.20310734463277,2,2,2,3,3
Hollis-JL,0,2008,2008-10-06,53.87435028248588,41.33333333333334,157.11864406779662,53.20310734463277,2,2,2,0,1
Hollis-L,0,2008,2008-10-06,53.87435028248588,41.33333333333334,157.11864406779662,53.20310734463277,2,2,2,0,1
Nashua-S,0,2008,2008-10-06,53.87435028248588,41.33333333333334,157.11864406779662,53.20310734463277,2,2,2,1,1
Antrim-T,1,2008,2008-10-06,53.87435028248588,41.33333333333334,157.11864406779662,53.20310734463277,2,2,2,1,1
Jaffrey-C,0,2008,2008-10-06,53.87435028248588,41.33333333333334,157.11864406779662,53.20310734463277,2,2,2,1,1
Mason-B,0,2008,2008-10-06,53.87435028248588,41.33333333333334,157.11864406779662,53.20310734463277,2,2,2,1,1
Litchfield-M,0,2008,2008-10-13,50.68672645739909,44.268878923766806,123.49775784753363,49.50556053811658,2,2,2,5,6
Milford-S,0,2008,2008-10-13,50.68672645739909,44.268878923766806,123.49775784753363,49.50556053811658,2,2,2,7,7
Hollis-K,0,2008,2008-10-13,50.68672645739909,44.268878923766806,123.49775784753363,49.50556053811658,2,2,2,3,3
Hollis-B,0,2008,2008-10-13,50.68672645739909,44.268878923766806,123.49775784753363,49.50556053811658,2,2,2,5,5
Hollis-JL,0,2008,2008-10-13,50.68672645739909,44.268878923766806,123.49775784753363,49.50556053811658,2,2,2,2,2
Hollis-L,0,2008,2008-10-13,50.68672645739909,44.268878923766806,123.49775784753363,49.50556053811658,2,2,2,2,2
Antrim-T,0,2008,2008-10-13,50.68672645739909,44.268878923766806,123.49775784753363,49.50556053811658,2,2,2,0,0
Jaffrey-C,0,2008,2008-10-13,50.68672645739909,44.268878923766806,123.49775784753363,49.50556053811658,2,2,2,2,2
Mason-B,0,2008,2008-10-13,50.68672645739909,44.268878923766806,123.49775784753363,49.50556053811658,2,2,2,1,1
Litchfield-M,0,2009,2009-05-18,61.76915662650602,42.431084337349404,94.63855421686748,61.17192771084335,2,2,2,1,0
Litchfield-W,0,2009,2009-05-18,61.76915662650602,42.431084337349404,94.63855421686748,61.17192771084335,2,2,2,13,18
Hudson-S,1,2009,2009-05-18,61.76915662650602,42.431084337349404,94.63855421686748,61.17192771084335,2,2,2,7,8
Pelham-G,0,2009,2009-05-18,61.76915662650602,42.431084337349404,94.63855421686748,61.17192771084335,2,2,2,2,2
Milford-S,0,2009,2009-05-18,61.76915662650602,42.431084337349404,94.63855421686748,61.17192771084335,2,2,2,6,6
Hollis-K,1,2009,2009-05-18,61.76915662650602,42.431084337349404,94.63855421686748,61.17192771084335,2,2,2,2,2
Hollis-B,0,2009,2009-05-18,61.76915662650602,42.431084337349404,94.63855421686748,61.17192771084335,2,2,2,1,1
Hollis-JL,1,2009,2009-05-18,61.76915662650602,42.431084337349404,94.63855421686748,61.17192771084335,2,2,2,0,0
Hollis-L,0,2009,2009-05-18,61.76915662650602,42.431084337349404,94.63855421686748,61.17192771084335,2,2,2,0,0
Nashua-S,1,2009,2009-05-18,61.76915662650602,42.431084337349404,94.63855421686748,61.17192771084335,2,2,2,0,0
Peterborough-R,0,2009,2009-05-18,61.76915662650602,42.431084337349404,94.63855421686748,61.17192771084335,2,2,2,1,2
Jaffrey-C,0,2009,2009-05-18,61.76915662650602,42.431084337349404,94.63855421686748,61.17192771084335,2,2,2,0,0
Mason-B,0,2009,2009-05-18,61.76915662650602,42.431084337349404,94.63855421686748,61.17192771084335,2,2,2,1,1
Merrimack-S,0,2009,2009-05-18,61.76915662650602,42.431084337349404,94.63855421686748,61.17192771084335,2,2,2,0,0
Litchfield-M,0,2009,2009-05-25,52.267228070175435,45.66533333333329,93.08771929824562,51.32764912280699,3,3,3,5,4
Litchfield-W,8,2009,2009-05-25,52.267228070175435,45.66533333333329,93.08771929824562,51.32764912280699,3,3,3,5,6
Hudson-S,4,2009,2009-05-25,52.267228070175435,45.66533333333329,93.08771929824562,51.32764912280699,3,3,3,7,8
Pelham-G,1,2009,2009-05-25,52.267228070175435,45.66533333333329,93.08771929824562,51.32764912280699,3,3,3,3,3
Milford-S,0,2009,2009-05-25,52.267228070175435,45.66533333333329,93.08771929824562,51.32764912280699,3,3,3,7,6
Hollis-K,4,2009,2009-05-25,52.267228070175435,45.66533333333329,93.08771929824562,51.32764912280699,3,3,3,4,4
Hollis-B,4,2009,2009-05-25,52.267228070175435,45.66533333333329,93.08771929824562,51.32764912280699,3,3,3,3,3
Hollis-JL,0,2009,2009-05-25,52.267228070175435,45.66533333333329,93.08771929824562,51.32764912280699,3,3,3,2,2
Hollis-L,1,2009,2009-05-25,52.267228070175435,45.66533333333329,93.08771929824562,51.32764912280699,3,3,3,2,2
Nashua-S,0,2009,2009-05-25,52.267228070175435,45.66533333333329,93.08771929824562,51.32764912280699,3,3,3,0,0
Antrim-T,3,2009,2009-05-25,52.267228070175435,45.66533333333329,93.08771929824562,51.32764912280699,3,3,3,0,0
Peterborough-R,0,2009,2009-05-25,52.267228070175435,45.66533333333329,93.08771929824562,51.32764912280699,3,3,3,0,0
Jaffrey-C,0,2009,2009-05-25,52.267228070175435,45.66533333333329,93.08771929824562,51.32764912280699,3,3,3,1,1
Mason-B,0,2009,2009-05-25,52.267228070175435,45.66533333333329,93.08771929824562,51.32764912280699,3,3,3,1,1
Merrimack-S,4,2009,2009-05-25,52.267228070175435,45.66533333333329,93.08771929824562,51.32764912280699,3,3,3,0,0
Litchfield-M,1,2009,2009-06-01,60.626153846153876,46.30390532544379,153.4319526627219,60.25887573964499,2,2,2,2,2
Litchfield-W,2,2009,2009-06-01,60.626153846153876,46.30390532544379,153.4319526627219,60.25887573964499,2,2,2,8,8
Hudson-S,1,2009,2009-06-01,60.626153846153876,46.30390532544379,153.4319526627219,60.25887573964499,2,2,2,5,5
Pelham-G,1,2009,2009-06-01,60.626153846153876,46.30390532544379,153.4319526627219,60.25887573964499,2,2,2,2,2
Milford-S,3,2009,2009-06-01,60.626153846153876,46.30390532544379,153.4319526627219,60.25887573964499,2,2,2,6,6
Hollis-K,1,2009,2009-06-01,60.626153846153876,46.30390532544379,153.4319526627219,60.25887573964499,2,2,2,2,2
Hollis-B,4,2009,2009-06-01,60.626153846153876,46.30390532544379,153.4319526627219,60.25887573964499,2,2,2,3,3
Hollis-JL,0,2009,2009-06-01,60.626153846153876,46.30390532544379,153.4319526627219,60.25887573964499,2,2,2,0,0
Hollis-L,1,2009,2009-06-01,60.626153846153876,46.30390532544379,153.4319526627219,60.25887573964499,2,2,2,0,0
Nashua-S,0,2009,2009-06-01,60.626153846153876,46.30390532544379,153.4319526627219,60.25887573964499,2,2,2,1,1
Antrim-T,2,2009,2009-06-01,60.626153846153876,46.30390532544379,153.4319526627219,60.25887573964499,2,2,2,1,1
Peterborough-R,0,2009,2009-06-01,60.626153846153876,46.30390532544379,153.4319526627219,60.25887573964499,2,2,2,0,0
Jaffrey-C,0,2009,2009-06-01,60.626153846153876,46.30390532544379,153.4319526627219,60.25887573964499,2,2,2,1,1
Mason-B,0,2009,2009-06-01,60.626153846153876,46.30390532544379,153.4319526627219,60.25887573964499,2,2,2,1,1
Merrimack-S,4,2009,2009-06-01,60.626153846153876,46.30390532544379,153.4319526627219,60.25887573964499,2,2,2,0,0
Merrimack-T,1,2009,2009-06-08,57.89691119691128,52.84996138996143,103.20463320463321,57.87741312741323,3,3,3,0,0
Litchfield-M,7,2009,2009-06-08,57.89691119691128,52.84996138996143,103.20463320463321,57.87741312741323,3,3,3,7,7
Litchfield-W,2,2009,2009-06-08,57.89691119691128,52.84996138996143,103.20463320463321,57.87741312741323,3,3,3,5,5
Hudson-S,2,2009,2009-06-08,57.89691119691128,52.84996138996143,103.20463320463321,57.87741312741323,3,3,3,6,6
Pelham-G,1,2009,2009-06-08,57.89691119691128,52.84996138996143,103.20463320463321,57.87741312741323,3,3,3,3,3
Milford-S,4,2009,2009-06-08,57.89691119691128,52.84996138996143,103.20463320463321,57.87741312741323,3,3,3,6,6
Milford-L,4,2009,2009-06-08,57.89691119691128,52.84996138996143,103.20463320463321,57.87741312741323,3,3,3,2,2
Hollis-K,3,2009,2009-06-08,57.89691119691128,52.84996138996143,103.20463320463321,57.87741312741323,3,3,3,5,5
Hollis-B,8,2009,2009-06-08,57.89691119691128,52.84996138996143,103.20463320463321,57.87741312741323,3,3,3,5,5
Hollis-JL,0,2009,2009-06-08,57.89691119691128,52.84996138996143,103.20463320463321,57.87741312741323,3,3,3,2,2
Hollis-L,2,2009,2009-06-08,57.89691119691128,52.84996138996143,103.20463320463321,57.87741312741323,3,3,3,3,3
Nashua-S,0,2009,2009-06-08,57.89691119691128,52.84996138996143,103.20463320463321,57.87741312741323,3,3,3,0,0
Antrim-T,0,2009,2009-06-08,57.89691119691128,52.84996138996143,103.20463320463321,57.87741312741323,3,3,3,1,1
Peterborough-R,0,2009,2009-06-08,57.89691119691128,52.84996138996143,103.20463320463321,57.87741312741323,3,3,3,0,0
Jaffrey-C,0,2009,2009-06-08,57.89691119691128,52.84996138996143,103.20463320463321,57.87741312741323,3,3,3,2,2
Mason-B,0,2009,2009-06-08,57.89691119691128,52.84996138996143,103.20463320463321,57.87741312741323,3,3,3,1,1
Merrimack-S,5,2009,2009-06-08,57.89691119691128,52.84996138996143,103.20463320463321,57.87741312741323,3,3,3,0,0
Merrimack-T,0,2009,2009-06-15,60.90266272189354,56.819644970414195,69.14201183431953,60.8576035502959,3,3,3,0,0
Litchfield-M,14,2009,2009-06-15,60.90266272189354,56.819644970414195,69.14201183431953,60.8576035502959,3,3,3,7,7
Litchfield-W,2,2009,2009-06-15,60.90266272189354,56.819644970414195,69.14201183431953,60.8576035502959,3,3,3,6,6
Hudson-S,4,2009,2009-06-15,60.90266272189354,56.819644970414195,69.14201183431953,60.8576035502959,3,3,3,7,7
Pelham-G,3,2009,2009-06-15,60.90266272189354,56.819644970414195,69.14201183431953,60.8576035502959,3,3,3,3,3
Milford-S,5,2009,2009-06-15,60.90266272189354,56.819644970414195,69.14201183431953,60.8576035502959,3,3,3,6,6
Milford-L,0,2009,2009-06-15,60.90266272189354,56.819644970414195,69.14201183431953,60.8576035502959,3,3,3,3,3
Hollis-K,16,2009,2009-06-15,60.90266272189354,56.819644970414195,69.14201183431953,60.8576035502959,3,3,3,7,7
Hollis-B,9,2009,2009-06-15,60.90266272189354,56.819644970414195,69.14201183431953,60.8576035502959,3,3,3,4,4
Hollis-JL,8,2009,2009-06-15,60.90266272189354,56.819644970414195,69.14201183431953,60.8576035502959,3,3,3,3,3
Hollis-L,10,2009,2009-06-15,60.90266272189354,56.819644970414195,69.14201183431953,60.8576035502959,3,3,3,3,3
Nashua-S,1,2009,2009-06-15,60.90266272189354,56.819644970414195,69.14201183431953,60.8576035502959,3,3,3,0,0
Antrim-T,0,2009,2009-06-15,60.90266272189354,56.819644970414195,69.14201183431953,60.8576035502959,3,3,3,0,0
Peterborough-R,0,2009,2009-06-15,60.90266272189354,56.819644970414195,69.14201183431953,60.8576035502959,3,3,3,0,0
Jaffrey-C,1,2009,2009-06-15,60.90266272189354,56.819644970414195,69.14201183431953,60.8576035502959,3,3,3,2,2
Mason-B,0,2009,2009-06-15,60.90266272189354,56.819644970414195,69.14201183431953,60.8576035502959,3,3,3,2,2
Merrimack-S,4,2009,2009-06-15,60.90266272189354,56.819644970414195,69.14201183431953,60.8576035502959,3,3,3,0,0
Merrimack-T,0,2009,2009-06-22,64.48055555555554,61.293888888888894,74.9074074074074,64.5029012345679,3,3,3,0,0
Litchfield-M,5,2009,2009-06-22,64.48055555555554,61.293888888888894,74.9074074074074,64.5029012345679,3,3,3,9,9
Litchfield-W,7,2009,2009-06-22,64.48055555555554,61.293888888888894,74.9074074074074,64.5029012345679,3,3,3,5,5
Hudson-S,14,2009,2009-06-22,64.48055555555554,61.293888888888894,74.9074074074074,64.5029012345679,3,3,3,7,7
Pelham-G,1,2009,2009-06-22,64.48055555555554,61.293888888888894,74.9074074074074,64.5029012345679,3,3,3,3,3
Milford-S,4,2009,2009-06-22,64.48055555555554,61.293888888888894,74.9074074074074,64.5029012345679,3,3,3,6,6
Milford-L,0,2009,2009-06-22,64.48055555555554,61.293888888888894,74.9074074074074,64.5029012345679,3,3,3,2,2
Hollis-K,7,2009,2009-06-22,64.48055555555554,61.293888888888894,74.9074074074074,64.5029012345679,3,3,3,8,8
Hollis-B,2,2009,2009-06-22,64.48055555555554,61.293888888888894,74.9074074074074,64.5029012345679,3,3,3,6,6
Hollis-JL,5,2009,2009-06-22,64.48055555555554,61.293888888888894,74.9074074074074,64.5029012345679,3,3,3,3,2
Hollis-L,6,2009,2009-06-22,64.48055555555554,61.293888888888894,74.9074074074074,64.5029012345679,3,3,3,5,5
Nashua-S,0,2009,2009-06-22,64.48055555555554,61.293888888888894,74.9074074074074,64.5029012345679,3,3,3,0,0
Antrim-T,0,2009,2009-06-22,64.48055555555554,61.293888888888894,74.9074074074074,64.5029012345679,3,3,3,1,1
Peterborough-R,0,2009,2009-06-22,64.48055555555554,61.293888888888894,74.9074074074074,64.5029012345679,3,3,3,0,0
Jaffrey-C,2,2009,2009-06-22,64.48055555555554,61.293888888888894,74.9074074074074,64.5029012345679,3,3,3,2,2
Mason-B,4,2009,2009-06-22,64.48055555555554,61.293888888888894,74.9074074074074,64.5029012345679,3,3,3,2,2
Merrimack-S,3,2009,2009-06-22,64.48055555555554,61.293888888888894,74.9074074074074,64.5029012345679,3,3,3,0,0
Merrimack-T,0,2009,2009-06-29,61.29280000000009,58.433292307692454,76.73846153846154,61.29280000000009,3,3,3,0,0
Litchfield-M,8,2009,2009-06-29,61.29280000000009,58.433292307692454,76.73846153846154,61.29280000000009,3,3,3,9,9
Litchfield-W,2,2009,2009-06-29,61.29280000000009,58.433292307692454,76.73846153846154,61.29280000000009,3,3,3,5,5
Hudson-S,3,2009,2009-06-29,61.29280000000009,58.433292307692454,76.73846153846154,61.29280000000009,3,3,3,7,7
Pelham-G,0,2009,2009-06-29,61.29280000000009,58.433292307692454,76.73846153846154,61.29280000000009,3,3,3,3,3
Milford-S,0,2009,2009-06-29,61.29280000000009,58.433292307692454,76.73846153846154,61.29280000000009,3,3,3,6,6
Milford-L,0,2009,2009-06-29,61.29280000000009,58.433292307692454,76.73846153846154,61.29280000000009,3,3,3,2,2
Hollis-K,0,2009,2009-06-29,61.29280000000009,58.433292307692454,76.73846153846154,61.29280000000009,3,3,3,7,7
Hollis-B,0,2009,2009-06-29,61.29280000000009,58.433292307692454,76.73846153846154,61.29280000000009,3,3,3,6,6
Hollis-JL,0,2009,2009-06-29,61.29280000000009,58.433292307692454,76.73846153846154,61.29280000000009,3,3,3,3,3
Hollis-L,0,2009,2009-06-29,61.29280000000009,58.433292307692454,76.73846153846154,61.29280000000009,3,3,3,5,4
Nashua-S,0,2009,2009-06-29,61.29280000000009,58.433292307692454,76.73846153846154,61.29280000000009,3,3,3,0,0
Antrim-T,0,2009,2009-06-29,61.29280000000009,58.433292307692454,76.73846153846154,61.29280000000009,3,3,3,1,1
Peterborough-R,0,2009,2009-06-29,61.29280000000009,58.433292307692454,76.73846153846154,61.29280000000009,3,3,3,0,0
Jaffrey-C,1,2009,2009-06-29,61.29280000000009,58.433292307692454,76.73846153846154,61.29280000000009,3,3,3,2,2
Mason-B,0,2009,2009-06-29,61.29280000000009,58.433292307692454,76.73846153846154,61.29280000000009,3,3,3,2,2
Merrimack-S,0,2009,2009-06-29,61.29280000000009,58.433292307692454,76.73846153846154,61.29280000000009,3,3,3,0,0
Merrimack-T,0,2009,2009-07-06,62.09709251101319,55.31101321585897,118.8546255506608,62.0735682819383,2,2,3,0,0
Litchfield-M,0,2009,2009-07-06,62.09709251101319,55.31101321585897,118.8546255506608,62.0735682819383,2,2,3,6,6
Litchfield-W,0,2009,2009-07-06,62.09709251101319,55.31101321585897,118.8546255506608,62.0735682819383,2,2,3,6,5
Hudson-S,0,2009,2009-07-06,62.09709251101319,55.31101321585897,118.8546255506608,62.0735682819383,2,2,3,6,6
Pelham-G,0,2009,2009-07-06,62.09709251101319,55.31101321585897,118.8546255506608,62.0735682819383,2,2,3,2,2
Milford-S,0,2009,2009-07-06,62.09709251101319,55.31101321585897,118.8546255506608,62.0735682819383,2,2,3,6,6
Milford-L,0,2009,2009-07-06,62.09709251101319,55.31101321585897,118.8546255506608,62.0735682819383,2,2,3,1,1
Hollis-K,0,2009,2009-07-06,62.09709251101319,55.31101321585897,118.8546255506608,62.0735682819383,2,2,3,4,4
Hollis-B,0,2009,2009-07-06,62.09709251101319,55.31101321585897,118.8546255506608,62.0735682819383,2,2,3,6,6
Hollis-JL,0,2009,2009-07-06,62.09709251101319,55.31101321585897,118.8546255506608,62.0735682819383,2,2,3,1,1
Hollis-L,0,2009,2009-07-06,62.09709251101319,55.31101321585897,118.8546255506608,62.0735682819383,2,2,3,2,2
