farm,trap_count,year,date,tempf,dwpf,drct,feel,regression_count,poisson_count,NB_count,poisson_count_farm
Peterborough-R,0,2008,2008-10-13,50.68672645739909,44.268878923766806,123.49775784753363,49.50556053811658,10,10,9,1
Jaffrey-C,0,2008,2008-10-13,50.68672645739909,44.268878923766806,123.49775784753363,49.50556053811658,10,10,9,0
Hollis-L,0,2008,2008-10-20,46.37052631578945,37.18105263157894,163.58851674641147,44.230191387559756,10,10,9,10
Merrimack-T,0,2009,2009-07-06,62.09709251101319,55.31101321585897,118.8546255506608,62.0735682819383,11,11,11,3
Litchfield-M,0,2009,2009-07-06,62.09709251101319,55.31101321585897,118.8546255506608,62.0735682819383,11,11,11,10
Litchfield-W1,4,2009,2009-07-06,62.09709251101319,55.31101321585897,118.8546255506608,62.0735682819383,11,11,11,0
Hudson-S,0,2009,2009-07-06,62.09709251101319,55.31101321585897,118.8546255506608,62.0735682819383,11,11,11,0
Pelham-G,0,2009,2009-07-06,62.09709251101319,55.31101321585897,118.8546255506608,62.0735682819383,11,11,11,4
Milford-S,0,2009,2009-07-06,62.09709251101319,55.31101321585897,118.8546255506608,62.0735682819383,11,11,11,12
Hollis-K,0,2009,2009-07-06,62.09709251101319,55.31101321585897,118.8546255506608,62.0735682819383,11,11,11,15
Hollis-B,1,2009,2009-07-06,62.09709251101319,55.31101321585897,118.8546255506608,62.0735682819383,11,11,11,27
Hollis-JL,1,2009,2009-07-06,62.09709251101319,55.31101321585897,118.8546255506608,62.0735682819383,11,11,11,0
Hollis-L1,0,2009,2009-07-06,62.09709251101319,55.31101321585897,118.8546255506608,62.0735682819383,11,11,11,0
Antrim-T,0,2009,2009-07-06,62.09709251101319,55.31101321585897,118.8546255506608,62.0735682819383,11,11,11,6
Mason-B1,5,2009,2009-07-06,62.09709251101319,55.31101321585897,118.8546255506608,62.0735682819383,11,11,11,0
Merrimack-S,0,2009,2009-07-06,62.09709251101319,55.31101321585897,118.8546255506608,62.0735682819383,11,11,11,0
Merrimack-T,0,2009,2009-07-13,67.93103773584907,57.82896226415096,99.48113207547169,67.96797169811323,10,11,11,1
Litchfield-M,2,2009,2009-07-13,67.93103773584907,57.82896226415096,99.48113207547169,67.96797169811323,10,11,11,8
Litchfield-W1,11,2009,2009-07-13,67.93103773584907,57.82896226415096,99.48113207547169,67.96797169811323,10,11,11,0
Hudson-S,0,2009,2009-07-13,67.93103773584907,57.82896226415096,99.48113207547169,67.96797169811323,10,11,11,0
Pelham-G,0,2009,2009-07-13,67.93103773584907,57.82896226415096,99.48113207547169,67.96797169811323,10,11,11,4
Milford-S,0,2009,2009-07-13,67.93103773584907,57.82896226415096,99.48113207547169,67.96797169811323,10,11,11,15
Hollis-K,1,2009,2009-07-13,67.93103773584907,57.82896226415096,99.48113207547169,67.96797169811323,10,11,11,12
Hollis-B,0,2009,2009-07-13,67.93103773584907,57.82896226415096,99.48113207547169,67.96797169811323,10,11,11,19
Hollis-JL,0,2009,2009-07-13,67.93103773584907,57.82896226415096,99.48113207547169,67.96797169811323,10,11,11,0
Hollis-L1,1,2009,2009-07-13,67.93103773584907,57.82896226415096,99.48113207547169,67.96797169811323,10,11,11,0
Antrim-T,0,2009,2009-07-13,67.93103773584907,57.82896226415096,99.48113207547169,67.96797169811323,10,11,11,7
Jaffrey-C,0,2009,2009-07-13,67.93103773584907,57.82896226415096,99.48113207547169,67.96797169811323,10,11,11,0
Mason-B1,0,2009,2009-07-13,67.93103773584907,57.82896226415096,99.48113207547169,67.96797169811323,10,11,11,0
Merrimack-S,0,2009,2009-07-13,67.93103773584907,57.82896226415096,99.48113207547169,67.96797169811323,10,11,11,0
Merrimack-T,0,2009,2009-07-20,65.99387323943658,61.787957746478845,90.38732394366197,66.20661971830982,11,10,10,2
Litchfield-M,0,2009,2009-07-20,65.99387323943658,61.787957746478845,90.38732394366197,66.20661971830982,11,10,10,10
Litchfield-W1,6,2009,2009-07-20,65.99387323943658,61.787957746478845,90.38732394366197,66.20661971830982,11,10,10,0
Litchfield-W2,4,2009,2009-07-20,65.99387323943658,61.787957746478845,90.38732394366197,66.20661971830982,11,10,10,0
Hudson-S,1,2009,2009-07-20,65.99387323943658,61.787957746478845,90.38732394366197,66.20661971830982,11,10,10,0
Pelham-G,0,2009,2009-07-20,65.99387323943658,61.787957746478845,90.38732394366197,66.20661971830982,11,10,10,3
Milford-S,0,2009,2009-07-20,65.99387323943658,61.787957746478845,90.38732394366197,66.20661971830982,11,10,10,8
Hollis-K,1,2009,2009-07-20,65.99387323943658,61.787957746478845,90.38732394366197,66.20661971830982,11,10,10,13
Hollis-B,6,2009,2009-07-20,65.99387323943658,61.787957746478845,90.38732394366197,66.20661971830982,11,10,10,20
Hollis-JL,4,2009,2009-07-20,65.99387323943658,61.787957746478845,90.38732394366197,66.20661971830982,11,10,10,0
Hollis-L1,3,2009,2009-07-20,65.99387323943658,61.787957746478845,90.38732394366197,66.20661971830982,11,10,10,0
Antrim-T,1,2009,2009-07-20,65.99387323943658,61.787957746478845,90.38732394366197,66.20661971830982,11,10,10,4
Jaffrey-C,1,2009,2009-07-20,65.99387323943658,61.787957746478845,90.38732394366197,66.20661971830982,11,10,10,0
Mason-B1,2,2009,2009-07-20,65.99387323943658,61.787957746478845,90.38732394366197,66.20661971830982,11,10,10,0
Mason-B2,0,2009,2009-07-20,65.99387323943658,61.787957746478845,90.38732394366197,66.20661971830982,11,10,10,0
Merrimack-S,0,2009,2009-07-20,65.99387323943658,61.787957746478845,90.38732394366197,66.20661971830982,11,10,10,0
Merrimack-T,0,2009,2009-07-27,72.2077655677656,66.7339194139194,88.31501831501832,72.7104761904762,11,10,10,2
Litchfield-M,9,2009,2009-07-27,72.2077655677656,66.7339194139194,88.31501831501832,72.7104761904762,11,10,10,10
Litchfield-W1,54,2009,2009-07-27,72.2077655677656,66.7339194139194,88.31501831501832,72.7104761904762,11,10,10,0
Litchfield-W2,42,2009,2009-07-27,72.2077655677656,66.7339194139194,88.31501831501832,72.7104761904762,11,10,10,0
Hudson-S,17,2009,2009-07-27,72.2077655677656,66.7339194139194,88.31501831501832,72.7104761904762,11,10,10,0
Pelham-G,1,2009,2009-07-27,72.2077655677656,66.7339194139194,88.31501831501832,72.7104761904762,11,10,10,4
Milford-S,0,2009,2009-07-27,72.2077655677656,66.7339194139194,88.31501831501832,72.7104761904762,11,10,10,9
Hollis-K,2,2009,2009-07-27,72.2077655677656,66.7339194139194,88.31501831501832,72.7104761904762,11,10,10,14
Hollis-B,25,2009,2009-07-27,72.2077655677656,66.7339194139194,88.31501831501832,72.7104761904762,11,10,10,19
Hollis-JL,17,2009,2009-07-27,72.2077655677656,66.7339194139194,88.31501831501832,72.7104761904762,11,10,10,0
Hollis-L1,17,2009,2009-07-27,72.2077655677656,66.7339194139194,88.31501831501832,72.7104761904762,11,10,10,0
Antrim-T,29,2009,2009-07-27,72.2077655677656,66.7339194139194,88.31501831501832,72.7104761904762,11,10,10,5
Jaffrey-C,7,2009,2009-07-27,72.2077655677656,66.7339194139194,88.31501831501832,72.7104761904762,11,10,10,0
Mason-B1,20,2009,2009-07-27,72.2077655677656,66.7339194139194,88.31501831501832,72.7104761904762,11,10,10,0
Mason-B2,17,2009,2009-07-27,72.2077655677656,66.7339194139194,88.31501831501832,72.7104761904762,11,10,10,0
Merrimack-S,5,2009,2009-07-27,72.2077655677656,66.7339194139194,88.31501831501832,72.7104761904762,11,10,10,0
Merrimack-T,0,2009,2009-08-03,69.30034682080921,58.00716763005782,119.36416184971098,69.41745664739884,11,11,12,1
Litchfield-M,17,2009,2009-08-03,69.30034682080921,58.00716763005782,119.36416184971098,69.41745664739884,11,11,12,9
Litchfield-W1,45,2009,2009-08-03,69.30034682080921,58.00716763005782,119.36416184971098,69.41745664739884,11,11,12,0
Litchfield-W2,121,2009,2009-08-03,69.30034682080921,58.00716763005782,119.36416184971098,69.41745664739884,11,11,12,0
Hudson-S,38,2009,2009-08-03,69.30034682080921,58.00716763005782,119.36416184971098,69.41745664739884,11,11,12,0
Pelham-G,10,2009,2009-08-03,69.30034682080921,58.00716763005782,119.36416184971098,69.41745664739884,11,11,12,6
Milford-S,24,2009,2009-08-03,69.30034682080921,58.00716763005782,119.36416184971098,69.41745664739884,11,11,12,16
Hollis-K,158,2009,2009-08-03,69.30034682080921,58.00716763005782,119.36416184971098,69.41745664739884,11,11,12,14
Hollis-B,64,2009,2009-08-03,69.30034682080921,58.00716763005782,119.36416184971098,69.41745664739884,11,11,12,23
Hollis-JL,20,2009,2009-08-03,69.30034682080921,58.00716763005782,119.36416184971098,69.41745664739884,11,11,12,0
Hollis-L1,10,2009,2009-08-03,69.30034682080921,58.00716763005782,119.36416184971098,69.41745664739884,11,11,12,0
Hollis-L2,40,2009,2009-08-03,69.30034682080921,58.00716763005782,119.36416184971098,69.41745664739884,11,11,12,0
Antrim-T,26,2009,2009-08-03,69.30034682080921,58.00716763005782,119.36416184971098,69.41745664739884,11,11,12,9
Jaffrey-C,17,2009,2009-08-03,69.30034682080921,58.00716763005782,119.36416184971098,69.41745664739884,11,11,12,0
Mason-B1,152,2009,2009-08-03,69.30034682080921,58.00716763005782,119.36416184971098,69.41745664739884,11,11,12,0
Mason-B2,40,2009,2009-08-03,69.30034682080921,58.00716763005782,119.36416184971098,69.41745664739884,11,11,12,0
Merrimack-S,1,2009,2009-08-03,69.30034682080921,58.00716763005782,119.36416184971098,69.41745664739884,11,11,12,0
Merrimack-T,4,2009,2009-08-10,71.2301785714286,64.52517857142853,78.66071428571429,71.74218750000003,10,10,10,2
Litchfield-M,11,2009,2009-08-10,71.2301785714286,64.52517857142853,78.66071428571429,71.74218750000003,10,10,10,10
Litchfield-W1,174,2009,2009-08-10,71.2301785714286,64.52517857142853,78.66071428571429,71.74218750000003,10,10,10,0
Litchfield-W2,118,2009,2009-08-10,71.2301785714286,64.52517857142853,78.66071428571429,71.74218750000003,10,10,10,0
Hudson-S,45,2009,2009-08-10,71.2301785714286,64.52517857142853,78.66071428571429,71.74218750000003,10,10,10,0
Milford-S,7,2009,2009-08-10,71.2301785714286,64.52517857142853,78.66071428571429,71.74218750000003,10,10,10,10
Hollis-K,53,2009,2009-08-10,71.2301785714286,64.52517857142853,78.66071428571429,71.74218750000003,10,10,10,12
Hollis-B,43,2009,2009-08-10,71.2301785714286,64.52517857142853,78.66071428571429,71.74218750000003,10,10,10,17
Hollis-JL,20,2009,2009-08-10,71.2301785714286,64.52517857142853,78.66071428571429,71.74218750000003,10,10,10,0
Hollis-L1,13,2009,2009-08-10,71.2301785714286,64.52517857142853,78.66071428571429,71.74218750000003,10,10,10,0
Hollis-L2,34,2009,2009-08-10,71.2301785714286,64.52517857142853,78.66071428571429,71.74218750000003,10,10,10,0
Antrim-T,20,2009,2009-08-10,71.2301785714286,64.52517857142853,78.66071428571429,71.74218750000003,10,10,10,6
Peterborough-R,0,2009,2009-08-10,71.2301785714286,64.52517857142853,78.66071428571429,71.74218750000003,10,10,10,2
Jaffrey-C,6,2009,2009-08-10,71.2301785714286,64.52517857142853,78.66071428571429,71.74218750000003,10,10,10,0
Mason-B1,96,2009,2009-08-10,71.2301785714286,64.52517857142853,78.66071428571429,71.74218750000003,10,10,10,0
Mason-B2,20,2009,2009-08-10,71.2301785714286,64.52517857142853,78.66071428571429,71.74218750000003,10,10,10,0
Merrimack-S,3,2009,2009-08-10,71.2301785714286,64.52517857142853,78.66071428571429,71.74218750000003,10,10,10,0
Merrimack-T,5,2009,2009-08-17,75.84176706827314,68.50514056224888,85.3012048192771,77.27726907630526,11,12,12,3
Litchfield-M,20,2009,2009-08-17,75.84176706827314,68.50514056224888,85.3012048192771,77.27726907630526,11,12,12,12
Litchfield-W1,52,2009,2009-08-17,75.84176706827314,68.50514056224888,85.3012048192771,77.27726907630526,11,12,12,0
Litchfield-W2,25,2009,2009-08-17,75.84176706827314,68.50514056224888,85.3012048192771,77.27726907630526,11,12,12,0
Hudson-S,36,2009,2009-08-17,75.84176706827314,68.50514056224888,85.3012048192771,77.27726907630526,11,12,12,0
Pelham-G,1,2009,2009-08-17,75.84176706827314,68.50514056224888,85.3012048192771,77.27726907630526,11,12,12,4
Milford-S,12,2009,2009-08-17,75.84176706827314,68.50514056224888,85.3012048192771,77.27726907630526,11,12,12,11
Hollis-K,71,2009,2009-08-17,75.84176706827314,68.50514056224888,85.3012048192771,77.27726907630526,11,12,12,15
Hollis-B,25,2009,2009-08-17,75.84176706827314,68.50514056224888,85.3012048192771,77.27726907630526,11,12,12,24
Hollis-JL,12,2009,2009-08-17,75.84176706827314,68.50514056224888,85.3012048192771,77.27726907630526,11,12,12,0
Hollis-L1,24,2009,2009-08-17,75.84176706827314,68.50514056224888,85.3012048192771,77.27726907630526,11,12,12,0
Hollis-L2,4,2009,2009-08-17,75.84176706827314,68.50514056224888,85.3012048192771,77.27726907630526,11,12,12,0
Antrim-T,13,2009,2009-08-17,75.84176706827314,68.50514056224888,85.3012048192771,77.27726907630526,11,12,12,7
Peterborough-R,11,2009,2009-08-17,75.84176706827314,68.50514056224888,85.3012048192771,77.27726907630526,11,12,12,3
Jaffrey-C,1,2009,2009-08-17,75.84176706827314,68.50514056224888,85.3012048192771,77.27726907630526,11,12,12,0
Mason-B1,21,2009,2009-08-17,75.84176706827314,68.50514056224888,85.3012048192771,77.27726907630526,11,12,12,0
Mason-B2,7,2009,2009-08-17,75.84176706827314,68.50514056224888,85.3012048192771,77.27726907630526,11,12,12,0
Merrimack-S,2,2009,2009-08-17,75.84176706827314,68.50514056224888,85.3012048192771,77.27726907630526,11,12,12,0
Merrimack-T,49,2009,2009-08-24,64.19009174311924,58.12871559633026,108.62385321100918,64.35509174311925,11,11,10,3
Litchfield-M,30,2009,2009-08-24,64.19009174311924,58.12871559633026,108.62385321100918,64.35509174311925,11,11,10,10
Litchfield-W1,296,2009,2009-08-24,64.19009174311924,58.12871559633026,108.62385321100918,64.35509174311925,11,11,10,0
Litchfield-W2,166,2009,2009-08-24,64.19009174311924,58.12871559633026,108.62385321100918,64.35509174311925,11,11,10,0
Hudson-S,121,2009,2009-08-24,64.19009174311924,58.12871559633026,108.62385321100918,64.35509174311925,11,11,10,0
Pelham-G,8,2009,2009-08-24,64.19009174311924,58.12871559633026,108.62385321100918,64.35509174311925,11,11,10,4
Milford-S,123,2009,2009-08-24,64.19009174311924,58.12871559633026,108.62385321100918,64.35509174311925,11,11,10,10
Hollis-K,158,2009,2009-08-24,64.19009174311924,58.12871559633026,108.62385321100918,64.35509174311925,11,11,10,14
Hollis-B,160,2009,2009-08-24,64.19009174311924,58.12871559633026,108.62385321100918,64.35509174311925,11,11,10,25
Hollis-JL,5,2009,2009-08-24,64.19009174311924,58.12871559633026,108.62385321100918,64.35509174311925,11,11,10,0
Hollis-L1,12,2009,2009-08-24,64.19009174311924,58.12871559633026,108.62385321100918,64.35509174311925,11,11,10,0
Hollis-L2,76,2009,2009-08-24,64.19009174311924,58.12871559633026,108.62385321100918,64.35509174311925,11,11,10,0
Antrim-T,40,2009,2009-08-24,64.19009174311924,58.12871559633026,108.62385321100918,64.35509174311925,11,11,10,5
Peterborough-R,66,2009,2009-08-24,64.19009174311924,58.12871559633026,108.62385321100918,64.35509174311925,11,11,10,3
Jaffrey-C,23,2009,2009-08-24,64.19009174311924,58.12871559633026,108.62385321100918,64.35509174311925,11,11,10,0
Mason-B1,313,2009,2009-08-24,64.19009174311924,58.12871559633026,108.62385321100918,64.35509174311925,11,11,10,0
Mason-B2,84,2009,2009-08-24,64.19009174311924,58.12871559633026,108.62385321100918,64.35509174311925,11,11,10,0
Merrimack-S,20,2009,2009-08-24,64.19009174311924,58.12871559633026,108.62385321100918,64.35509174311925,11,11,10,0
Merrimack-T,15,2009,2009-08-31,63.020833333333336,52.750119047619016,155.35714285714286,62.84119047619048,11,12,12,3
Litchfield-M,48,2009,2009-08-31,63.020833333333336,52.750119047619016,155.35714285714286,62.84119047619048,11,12,12,10
Litchfield-W1,63,2009,2009-08-31,63.020833333333336,52.750119047619016,155.35714285714286,62.84119047619048,11,12,12,0
Litchfield-W2,162,2009,2009-08-31,63.020833333333336,52.750119047619016,155.35714285714286,62.84119047619048,11,12,12,0
Hudson-S,35,2009,2009-08-31,63.020833333333336,52.750119047619016,155.35714285714286,62.84119047619048,11,12,12,0
Pelham-G,5,2009,2009-08-31,63.020833333333336,52.750119047619016,155.35714285714286,62.84119047619048,11,12,12,7
Milford-S,130,2009,2009-08-31,63.020833333333336,52.750119047619016,155.35714285714286,62.84119047619048,11,12,12,15
Hollis-K,104,2009,2009-08-31,63.020833333333336,52.750119047619016,155.35714285714286,62.84119047619048,11,12,12,18
Hollis-B,120,2009,2009-08-31,63.020833333333336,52.750119047619016,155.35714285714286,62.84119047619048,11,12,12,36
Hollis-JL,5,2009,2009-08-31,63.020833333333336,52.750119047619016,155.35714285714286,62.84119047619048,11,12,12,0
Hollis-L1,50,2009,2009-08-31,63.020833333333336,52.750119047619016,155.35714285714286,62.84119047619048,11,12,12,0
Hollis-L2,50,2009,2009-08-31,63.020833333333336,52.750119047619016,155.35714285714286,62.84119047619048,11,12,12,0
Antrim-T,7,2009,2009-08-31,63.020833333333336,52.750119047619016,155.35714285714286,62.84119047619048,11,12,12,8
Peterborough-R,14,2009,2009-08-31,63.020833333333336,52.750119047619016,155.35714285714286,62.84119047619048,11,12,12,2
Jaffrey-C,0,2009,2009-08-31,63.020833333333336,52.750119047619016,155.35714285714286,62.84119047619048,11,12,12,0
Mason-B1,135,2009,2009-08-31,63.020833333333336,52.750119047619016,155.35714285714286,62.84119047619048,11,12,12,0
Mason-B2,43,2009,2009-08-31,63.020833333333336,52.750119047619016,155.35714285714286,62.84119047619048,11,12,12,0
Merrimack-S,0,2009,2009-08-31,63.020833333333336,52.750119047619016,155.35714285714286,62.84119047619048,11,12,12,0
Merrimack-T,0,2009,2009-09-07,59.96873873873873,53.98495495495484,104.95495495495496,59.62644144144143,10,10,10,2
Litchfield-M,5,2009,2009-09-07,59.96873873873873,53.98495495495484,104.95495495495496,59.62644144144143,10,10,10,9
Litchfield-W1,14,2009,2009-09-07,59.96873873873873,53.98495495495484,104.95495495495496,59.62644144144143,10,10,10,0
Litchfield-W2,8,2009,2009-09-07,59.96873873873873,53.98495495495484,104.95495495495496,59.62644144144143,10,10,10,0
Hudson-S,9,2009,2009-09-07,59.96873873873873,53.98495495495484,104.95495495495496,59.62644144144143,10,10,10,0
Pelham-G,0,2009,2009-09-07,59.96873873873873,53.98495495495484,104.95495495495496,59.62644144144143,10,10,10,3
Milford-S,1,2009,2009-09-07,59.96873873873873,53.98495495495484,104.95495495495496,59.62644144144143,10,10,10,11
Hollis-K,4,2009,2009-09-07,59.96873873873873,53.98495495495484,104.95495495495496,59.62644144144143,10,10,10,12
Hollis-B,2,2009,2009-09-07,59.96873873873873,53.98495495495484,104.95495495495496,59.62644144144143,10,10,10,22
Hollis-JL,0,2009,2009-09-07,59.96873873873873,53.98495495495484,104.95495495495496,59.62644144144143,10,10,10,0
Hollis-L1,2,2009,2009-09-07,59.96873873873873,53.98495495495484,104.95495495495496,59.62644144144143,10,10,10,0
Hollis-L2,4,2009,2009-09-07,59.96873873873873,53.98495495495484,104.95495495495496,59.62644144144143,10,10,10,0
Antrim-T,2,2009,2009-09-07,59.96873873873873,53.98495495495484,104.95495495495496,59.62644144144143,10,10,10,5
Peterborough-R,5,2009,2009-09-07,59.96873873873873,53.98495495495484,104.95495495495496,59.62644144144143,10,10,10,2
Jaffrey-C,0,2009,2009-09-07,59.96873873873873,53.98495495495484,104.95495495495496,59.62644144144143,10,10,10,0
Mason-B1,41,2009,2009-09-07,59.96873873873873,53.98495495495484,104.95495495495496,59.62644144144143,10,10,10,0
Mason-B2,2,2009,2009-09-07,59.96873873873873,53.98495495495484,104.95495495495496,59.62644144144143,10,10,10,0
Merrimack-S,0,2009,2009-09-07,59.96873873873873,53.98495495495484,104.95495495495496,59.62644144144143,10,10,10,0
Merrimack-T,0,2009,2009-09-14,57.398641975308664,46.09419753086421,126.72839506172839,57.023888888888905,11,11,11,2
Litchfield-M,2,2009,2009-09-14,57.398641975308664,46.09419753086421,126.72839506172839,57.023888888888905,11,11,11,8
Litchfield-W1,0,2009,2009-09-14,57.398641975308664,46.09419753086421,126.72839506172839,57.023888888888905,11,11,11,0
Litchfield-W2,0,2009,2009-09-14,57.398641975308664,46.09419753086421,126.72839506172839,57.023888888888905,11,11,11,0
Hudson-S,0,2009,2009-09-14,57.398641975308664,46.09419753086421,126.72839506172839,57.023888888888905,11,11,11,0
Pelham-G,0,2009,2009-09-14,57.398641975308664,46.09419753086421,126.72839506172839,57.023888888888905,11,11,11,5
Milford-S,0,2009,2009-09-14,57.398641975308664,46.09419753086421,126.72839506172839,57.023888888888905,11,11,11,20
Milford-L,1,2009,2009-09-14,57.398641975308664,46.09419753086421,126.72839506172839,57.023888888888905,11,11,11,0
Hollis-K,0,2009,2009-09-14,57.398641975308664,46.09419753086421,126.72839506172839,57.023888888888905,11,11,11,13
Hollis-B,0,2009,2009-09-14,57.398641975308664,46.09419753086421,126.72839506172839,57.023888888888905,11,11,11,27
Hollis-JL,0,2009,2009-09-14,57.398641975308664,46.09419753086421,126.72839506172839,57.023888888888905,11,11,11,0
Hollis-L1,0,2009,2009-09-14,57.398641975308664,46.09419753086421,126.72839506172839,57.023888888888905,11,11,11,0
Hollis-L2,0,2009,2009-09-14,57.398641975308664,46.09419753086421,126.72839506172839,57.023888888888905,11,11,11,0
Antrim-T,0,2009,2009-09-14,57.398641975308664,46.09419753086421,126.72839506172839,57.023888888888905,11,11,11,8
Peterborough-R,0,2009,2009-09-14,57.398641975308664,46.09419753086421,126.72839506172839,57.023888888888905,11,11,11,0
Jaffrey-C,0,2009,2009-09-14,57.398641975308664,46.09419753086421,126.72839506172839,57.023888888888905,11,11,11,0
Mason-B1,1,2009,2009-09-14,57.398641975308664,46.09419753086421,126.72839506172839,57.023888888888905,11,11,11,0
Mason-B2,0,2009,2009-09-14,57.398641975308664,46.09419753086421,126.72839506172839,57.023888888888905,11,11,11,0
Merrimack-T,0,2009,2009-09-21,58.78683168316834,51.40950495049496,126.48514851485149,58.30430693069309,11,10,10,2
Litchfield-M,0,2009,2009-09-21,58.78683168316834,51.40950495049496,126.48514851485149,58.30430693069309,11,10,10,9
Litchfield-W1,0,2009,2009-09-21,58.78683168316834,51.40950495049496,126.48514851485149,58.30430693069309,11,10,10,0
Litchfield-W2,0,2009,2009-09-21,58.78683168316834,51.40950495049496,126.48514851485149,58.30430693069309,11,10,10,0
Hudson-S,0,2009,2009-09-21,58.78683168316834,51.40950495049496,126.48514851485149,58.30430693069309,11,10,10,0
Pelham-G,0,2009,2009-09-21,58.78683168316834,51.40950495049496,126.48514851485149,58.30430693069309,11,10,10,4
Milford-S,0,2009,2009-09-21,58.78683168316834,51.40950495049496,126.48514851485149,58.30430693069309,11,10,10,13
Milford-L,0,2009,2009-09-21,58.78683168316834,51.40950495049496,126.48514851485149,58.30430693069309,11,10,10,0
Hollis-K,0,2009,2009-09-21,58.78683168316834,51.40950495049496,126.48514851485149,58.30430693069309,11,10,10,14
Hollis-B,0,2009,2009-09-21,58.78683168316834,51.40950495049496,126.48514851485149,58.30430693069309,11,10,10,27
Hollis-JL,0,2009,2009-09-21,58.78683168316834,51.40950495049496,126.48514851485149,58.30430693069309,11,10,10,0
Hollis-L1,0,2009,2009-09-21,58.78683168316834,51.40950495049496,126.48514851485149,58.30430693069309,11,10,10,0
Antrim-T,0,2009,2009-09-21,58.78683168316834,51.40950495049496,126.48514851485149,58.30430693069309,11,10,10,6
Peterborough-R,0,2009,2009-09-21,58.78683168316834,51.40950495049496,126.48514851485149,58.30430693069309,11,10,10,2
Jaffrey-C,0,2009,2009-09-21,58.78683168316834,51.40950495049496,126.48514851485149,58.30430693069309,11,10,10,0
Mason-B1,2,2009,2009-09-21,58.78683168316834,51.40950495049496,126.48514851485149,58.30430693069309,11,10,10,0
Mason-B2,0,2009,2009-09-21,58.78683168316834,51.40950495049496,126.48514851485149,58.30430693069309,11,10,10,0
Merrimack-T,0,2009,2009-09-28,56.497469387755075,51.78367346938777,64.85714285714286,56.29342857142856,10,9,9,2
Litchfield-M,0,2009,2009-09-28,56.497469387755075,51.78367346938777,64.85714285714286,56.29342857142856,10,9,9,8
Litchfield-W1,0,2009,2009-09-28,56.497469387755075,51.78367346938777,64.85714285714286,56.29342857142856,10,9,9,0
Litchfield-W2,0,2009,2009-09-28,56.497469387755075,51.78367346938777,64.85714285714286,56.29342857142856,10,9,9,0
Hudson-S,0,2009,2009-09-28,56.497469387755075,51.78367346938777,64.85714285714286,56.29342857142856,10,9,9,0
Pelham-G,1,2009,2009-09-28,56.497469387755075,51.78367346938777,64.85714285714286,56.29342857142856,10,9,9,2
Milford-S,1,2009,2009-09-28,56.497469387755075,51.78367346938777,64.85714285714286,56.29342857142856,10,9,9,11
Milford-L,1,2009,2009-09-28,56.497469387755075,51.78367346938777,64.85714285714286,56.29342857142856,10,9,9,0
Hollis-K,1,2009,2009-09-28,56.497469387755075,51.78367346938777,64.85714285714286,56.29342857142856,10,9,9,9
Hollis-B,3,2009,2009-09-28,56.497469387755075,51.78367346938777,64.85714285714286,56.29342857142856,10,9,9,16
Hollis-JL,0,2009,2009-09-28,56.497469387755075,51.78367346938777,64.85714285714286,56.29342857142856,10,9,9,0
Antrim-T,0,2009,2009-09-28,56.497469387755075,51.78367346938777,64.85714285714286,56.29342857142856,10,9,9,4
Jaffrey-C,0,2009,2009-09-28,56.497469387755075,51.78367346938777,64.85714285714286,56.29342857142856,10,9,9,0
Mason-B1,0,2009,2009-09-28,56.497469387755075,51.78367346938777,64.85714285714286,56.29342857142856,10,9,9,0
Mason-B2,0,2009,2009-09-28,56.497469387755075,51.78367346938777,64.85714285714286,56.29342857142856,10,9,9,0
Merrimack-T,0,2009,2009-10-05,53.47861386138612,46.54861386138618,123.41584158415841,53.27658415841584,11,11,11,4
Litchfield-M,0,2009,2009-10-05,53.47861386138612,46.54861386138618,123.41584158415841,53.27658415841584,11,11,11,10
Litchfield-W1,0,2009,2009-10-05,53.47861386138612,46.54861386138618,123.41584158415841,53.27658415841584,11,11,11,0
Litchfield-W2,1,2009,2009-10-05,53.47861386138612,46.54861386138618,123.41584158415841,53.27658415841584,11,11,11,0
Hudson-S,0,2009,2009-10-05,53.47861386138612,46.54861386138618,123.41584158415841,53.27658415841584,11,11,11,0
Pelham-G,0,2009,2009-10-05,53.47861386138612,46.54861386138618,123.41584158415841,53.27658415841584,11,11,11,4
Milford-S,0,2009,2009-10-05,53.47861386138612,46.54861386138618,123.41584158415841,53.27658415841584,11,11,11,14
Milford-L,1,2009,2009-10-05,53.47861386138612,46.54861386138618,123.41584158415841,53.27658415841584,11,11,11,0
Hollis-K,0,2009,2009-10-05,53.47861386138612,46.54861386138618,123.41584158415841,53.27658415841584,11,11,11,14
Hollis-B,0,2009,2009-10-05,53.47861386138612,46.54861386138618,123.41584158415841,53.27658415841584,11,11,11,33
Hollis-JL,0,2009,2009-10-05,53.47861386138612,46.54861386138618,123.41584158415841,53.27658415841584,11,11,11,0
Antrim-T,0,2009,2009-10-05,53.47861386138612,46.54861386138618,123.41584158415841,53.27658415841584,11,11,11,5
Jaffrey-C,0,2009,2009-10-05,53.47861386138612,46.54861386138618,123.41584158415841,53.27658415841584,11,11,11,0
Mason-B1,0,2009,2009-10-05,53.47861386138612,46.54861386138618,123.41584158415841,53.27658415841584,11,11,11,0
Mason-B2,0,2009,2009-10-05,53.47861386138612,46.54861386138618,123.41584158415841,53.27658415841584,11,11,11,0
Merrimack-T,0,2009,2009-10-12,38.81359116022099,29.496353591160197,160.1657458563536,35.19679558011048,9,8,8,0
