farm,trap_count,year,date,tempf,dwpf,drct,feel,regression_count,poisson_count,NB_count,poisson_count_farm,NB_count_farm
Hollis-K,0,2009,2009-08-03,69.30034682080921,58.00716763005782,119.36416184971098,69.41745664739884,3,3,3,1,1
Hollis-B,0,2009,2009-08-03,69.30034682080921,58.00716763005782,119.36416184971098,69.41745664739884,3,3,3,2,2
Hollis-JL,0,2009,2009-08-03,69.30034682080921,58.00716763005782,119.36416184971098,69.41745664739884,3,3,3,2,2
Hollis-L,0,2009,2009-08-03,69.30034682080921,58.00716763005782,119.36416184971098,69.41745664739884,3,3,3,1,1
Antrim-T,2,2009,2009-08-03,69.30034682080921,58.00716763005782,119.36416184971098,69.41745664739884,3,3,3,0,0
Peterborough-R,0,2009,2009-08-03,69.30034682080921,58.00716763005782,119.36416184971098,69.41745664739884,3,3,3,0,0
Jaffrey-C,0,2009,2009-08-03,69.30034682080921,58.00716763005782,119.36416184971098,69.41745664739884,3,3,3,1,1
Mason-B,5,2009,2009-08-03,69.30034682080921,58.00716763005782,119.36416184971098,69.41745664739884,3,3,3,2,2
Merrimack-S,0,2009,2009-08-03,69.30034682080921,58.00716763005782,119.36416184971098,69.41745664739884,3,3,3,0,0
Merrimack-T,0,2009,2009-08-10,71.2301785714286,64.52517857142853,78.66071428571429,71.74218750000003,1,1,1,0,0
Litchfield-M,1,2009,2009-08-10,71.2301785714286,64.52517857142853,78.66071428571429,71.74218750000003,1,1,1,1,1
Litchfield-W1,10,2009,2009-08-10,71.2301785714286,64.52517857142853,78.66071428571429,71.74218750000003,1,1,1,0,0
Litchfield-W2,40,2009,2009-08-10,71.2301785714286,64.52517857142853,78.66071428571429,71.74218750000003,1,1,1,0,0
Hudson-S,0,2009,2009-08-10,71.2301785714286,64.52517857142853,78.66071428571429,71.74218750000003,1,1,1,0,0
Pelham-G,1,2009,2009-08-10,71.2301785714286,64.52517857142853,78.66071428571429,71.74218750000003,1,1,1,0,0
Milford-S,8,2009,2009-08-10,71.2301785714286,64.52517857142853,78.66071428571429,71.74218750000003,1,1,1,3,3
Hollis-K,1,2009,2009-08-10,71.2301785714286,64.52517857142853,78.66071428571429,71.74218750000003,1,1,1,0,0
Hollis-B,3,2009,2009-08-10,71.2301785714286,64.52517857142853,78.66071428571429,71.74218750000003,1,1,1,1,1
Hollis-JL,5,2009,2009-08-10,71.2301785714286,64.52517857142853,78.66071428571429,71.74218750000003,1,1,1,1,1
Hollis-L,3,2009,2009-08-10,71.2301785714286,64.52517857142853,78.66071428571429,71.74218750000003,1,1,1,0,0
Antrim-T,0,2009,2009-08-10,71.2301785714286,64.52517857142853,78.66071428571429,71.74218750000003,1,1,1,0,0
Peterborough-R,0,2009,2009-08-10,71.2301785714286,64.52517857142853,78.66071428571429,71.74218750000003,1,1,1,0,0
Jaffrey-C,0,2009,2009-08-10,71.2301785714286,64.52517857142853,78.66071428571429,71.74218750000003,1,1,1,0,0
Mason-B,14,2009,2009-08-10,71.2301785714286,64.52517857142853,78.66071428571429,71.74218750000003,1,1,1,2,2
Merrimack-S,0,2009,2009-08-10,71.2301785714286,64.52517857142853,78.66071428571429,71.74218750000003,1,1,1,0,0
Merrimack-T,0,2009,2009-08-17,75.84176706827314,68.50514056224888,85.3012048192771,77.27726907630526,1,1,1,0,0
Litchfield-M,5,2009,2009-08-17,75.84176706827314,68.50514056224888,85.3012048192771,77.27726907630526,1,1,1,1,0
Litchfield-W1,20,2009,2009-08-17,75.84176706827314,68.50514056224888,85.3012048192771,77.27726907630526,1,1,1,0,0
Litchfield-W2,48,2009,2009-08-17,75.84176706827314,68.50514056224888,85.3012048192771,77.27726907630526,1,1,1,0,0
Hudson-S,1,2009,2009-08-17,75.84176706827314,68.50514056224888,85.3012048192771,77.27726907630526,1,1,1,0,0
Pelham-G,1,2009,2009-08-17,75.84176706827314,68.50514056224888,85.3012048192771,77.27726907630526,1,1,1,0,0
Milford-S,22,2009,2009-08-17,75.84176706827314,68.50514056224888,85.3012048192771,77.27726907630526,1,1,1,3,3
Hollis-K,0,2009,2009-08-17,75.84176706827314,68.50514056224888,85.3012048192771,77.27726907630526,1,1,1,0,0
Hollis-B,5,2009,2009-08-17,75.84176706827314,68.50514056224888,85.3012048192771,77.27726907630526,1,1,1,2,2
Hollis-JL,4,2009,2009-08-17,75.84176706827314,68.50514056224888,85.3012048192771,77.27726907630526,1,1,1,2,2
Hollis-L,0,2009,2009-08-17,75.84176706827314,68.50514056224888,85.3012048192771,77.27726907630526,1,1,1,0,0
Antrim-T,5,2009,2009-08-17,75.84176706827314,68.50514056224888,85.3012048192771,77.27726907630526,1,1,1,1,1
Peterborough-R,0,2009,2009-08-17,75.84176706827314,68.50514056224888,85.3012048192771,77.27726907630526,1,1,1,0,0
Jaffrey-C,0,2009,2009-08-17,75.84176706827314,68.50514056224888,85.3012048192771,77.27726907630526,1,1,1,0,0
Mason-B,10,2009,2009-08-17,75.84176706827314,68.50514056224888,85.3012048192771,77.27726907630526,1,1,1,2,2
Merrimack-S,1,2009,2009-08-17,75.84176706827314,68.50514056224888,85.3012048192771,77.27726907630526,1,1,1,0,0
Merrimack-T,2,2009,2009-08-24,64.19009174311924,58.12871559633026,108.62385321100918,64.35509174311925,2,1,1,0,0
Litchfield-M,7,2009,2009-08-24,64.19009174311924,58.12871559633026,108.62385321100918,64.35509174311925,2,1,1,1,1
Litchfield-W1,15,2009,2009-08-24,64.19009174311924,58.12871559633026,108.62385321100918,64.35509174311925,2,1,1,0,0
Litchfield-W2,28,2009,2009-08-24,64.19009174311924,58.12871559633026,108.62385321100918,64.35509174311925,2,1,1,0,0
Hudson-S,3,2009,2009-08-24,64.19009174311924,58.12871559633026,108.62385321100918,64.35509174311925,2,1,1,0,0
Pelham-G,7,2009,2009-08-24,64.19009174311924,58.12871559633026,108.62385321100918,64.35509174311925,2,1,1,0,0
Milford-S,8,2009,2009-08-24,64.19009174311924,58.12871559633026,108.62385321100918,64.35509174311925,2,1,1,2,2
Hollis-K,1,2009,2009-08-24,64.19009174311924,58.12871559633026,108.62385321100918,64.35509174311925,2,1,1,1,1
Hollis-B,4,2009,2009-08-24,64.19009174311924,58.12871559633026,108.62385321100918,64.35509174311925,2,1,1,1,1
Hollis-JL,9,2009,2009-08-24,64.19009174311924,58.12871559633026,108.62385321100918,64.35509174311925,2,1,1,1,1
Hollis-L,1,2009,2009-08-24,64.19009174311924,58.12871559633026,108.62385321100918,64.35509174311925,2,1,1,1,1
Antrim-T,10,2009,2009-08-24,64.19009174311924,58.12871559633026,108.62385321100918,64.35509174311925,2,1,1,0,0
Peterborough-R,4,2009,2009-08-24,64.19009174311924,58.12871559633026,108.62385321100918,64.35509174311925,2,1,1,0,0
Jaffrey-C,0,2009,2009-08-24,64.19009174311924,58.12871559633026,108.62385321100918,64.35509174311925,2,1,1,1,0
Mason-B,11,2009,2009-08-24,64.19009174311924,58.12871559633026,108.62385321100918,64.35509174311925,2,1,1,1,1
Merrimack-S,2,2009,2009-08-24,64.19009174311924,58.12871559633026,108.62385321100918,64.35509174311925,2,1,1,0,0
Merrimack-T,2,2009,2009-08-31,63.020833333333336,52.750119047619016,155.35714285714286,62.84119047619048,3,3,3,0,0
Litchfield-M,6,2009,2009-08-31,63.020833333333336,52.750119047619016,155.35714285714286,62.84119047619048,3,3,3,2,2
Litchfield-W1,52,2009,2009-08-31,63.020833333333336,52.750119047619016,155.35714285714286,62.84119047619048,3,3,3,0,0
Litchfield-W2,51,2009,2009-08-31,63.020833333333336,52.750119047619016,155.35714285714286,62.84119047619048,3,3,3,0,0
Hudson-S,0,2009,2009-08-31,63.020833333333336,52.750119047619016,155.35714285714286,62.84119047619048,3,3,3,0,0
Pelham-G,15,2009,2009-08-31,63.020833333333336,52.750119047619016,155.35714285714286,62.84119047619048,3,3,3,1,1
Milford-S,26,2009,2009-08-31,63.020833333333336,52.750119047619016,155.35714285714286,62.84119047619048,3,3,3,3,3
Hollis-K,1,2009,2009-08-31,63.020833333333336,52.750119047619016,155.35714285714286,62.84119047619048,3,3,3,2,2
Hollis-B,5,2009,2009-08-31,63.020833333333336,52.750119047619016,155.35714285714286,62.84119047619048,3,3,3,3,3
Hollis-JL,7,2009,2009-08-31,63.020833333333336,52.750119047619016,155.35714285714286,62.84119047619048,3,3,3,1,1
Hollis-L,3,2009,2009-08-31,63.020833333333336,52.750119047619016,155.35714285714286,62.84119047619048,3,3,3,3,3
Antrim-T,2,2009,2009-08-31,63.020833333333336,52.750119047619016,155.35714285714286,62.84119047619048,3,3,3,1,1
Peterborough-R,0,2009,2009-08-31,63.020833333333336,52.750119047619016,155.35714285714286,62.84119047619048,3,3,3,0,0
Jaffrey-C,0,2009,2009-08-31,63.020833333333336,52.750119047619016,155.35714285714286,62.84119047619048,3,3,3,2,2
Mason-B,12,2009,2009-08-31,63.020833333333336,52.750119047619016,155.35714285714286,62.84119047619048,3,3,3,1,1
Merrimack-S,6,2009,2009-08-31,63.020833333333336,52.750119047619016,155.35714285714286,62.84119047619048,3,3,3,0,0
Merrimack-T,0,2009,2009-09-07,59.96873873873873,53.98495495495484,104.95495495495496,59.62644144144143,2,1,1,0,0
Litchfield-M,2,2009,2009-09-07,59.96873873873873,53.98495495495484,104.95495495495496,59.62644144144143,2,1,1,1,1
Litchfield-W1,11,2009,2009-09-07,59.96873873873873,53.98495495495484,104.95495495495496,59.62644144144143,2,1,1,0,0
Litchfield-W2,11,2009,2009-09-07,59.96873873873873,53.98495495495484,104.95495495495496,59.62644144144143,2,1,1,0,0
Hudson-S,0,2009,2009-09-07,59.96873873873873,53.98495495495484,104.95495495495496,59.62644144144143,2,1,1,0,0
Pelham-G,2,2009,2009-09-07,59.96873873873873,53.98495495495484,104.95495495495496,59.62644144144143,2,1,1,0,0
Milford-S,39,2009,2009-09-07,59.96873873873873,53.98495495495484,104.95495495495496,59.62644144144143,2,1,1,3,2
Hollis-K,0,2009,2009-09-07,59.96873873873873,53.98495495495484,104.95495495495496,59.62644144144143,2,1,1,1,1
Hollis-B,1,2009,2009-09-07,59.96873873873873,53.98495495495484,104.95495495495496,59.62644144144143,2,1,1,1,1
Hollis-JL,1,2009,2009-09-07,59.96873873873873,53.98495495495484,104.95495495495496,59.62644144144143,2,1,1,1,1
Hollis-L,0,2009,2009-09-07,59.96873873873873,53.98495495495484,104.95495495495496,59.62644144144143,2,1,1,1,1
Antrim-T,1,2009,2009-09-07,59.96873873873873,53.98495495495484,104.95495495495496,59.62644144144143,2,1,1,0,0
Peterborough-R,1,2009,2009-09-07,59.96873873873873,53.98495495495484,104.95495495495496,59.62644144144143,2,1,1,0,0
Jaffrey-C,0,2009,2009-09-07,59.96873873873873,53.98495495495484,104.95495495495496,59.62644144144143,2,1,1,0,0
Mason-B,5,2009,2009-09-07,59.96873873873873,53.98495495495484,104.95495495495496,59.62644144144143,2,1,1,1,1
Merrimack-S,0,2009,2009-09-07,59.96873873873873,53.98495495495484,104.95495495495496,59.62644144144143,2,1,1,0,0
Merrimack-T,0,2009,2009-09-14,57.398641975308664,46.09419753086421,126.72839506172839,57.023888888888905,3,3,4,0,0
Litchfield-M,0,2009,2009-09-14,57.398641975308664,46.09419753086421,126.72839506172839,57.023888888888905,3,3,4,5,6
Litchfield-W1,8,2009,2009-09-14,57.398641975308664,46.09419753086421,126.72839506172839,57.023888888888905,3,3,4,0,0
Litchfield-W2,7,2009,2009-09-14,57.398641975308664,46.09419753086421,126.72839506172839,57.023888888888905,3,3,4,0,0
Hudson-S,1,2009,2009-09-14,57.398641975308664,46.09419753086421,126.72839506172839,57.023888888888905,3,3,4,0,0
Pelham-G,5,2009,2009-09-14,57.398641975308664,46.09419753086421,126.72839506172839,57.023888888888905,3,3,4,1,1
Milford-S,4,2009,2009-09-14,57.398641975308664,46.09419753086421,126.72839506172839,57.023888888888905,3,3,4,5,5
Milford-L,1,2009,2009-09-14,57.398641975308664,46.09419753086421,126.72839506172839,57.023888888888905,3,3,4,6,7
Hollis-K,0,2009,2009-09-14,57.398641975308664,46.09419753086421,126.72839506172839,57.023888888888905,3,3,4,2,2
Hollis-B,1,2009,2009-09-14,57.398641975308664,46.09419753086421,126.72839506172839,57.023888888888905,3,3,4,3,3
Hollis-JL,0,2009,2009-09-14,57.398641975308664,46.09419753086421,126.72839506172839,57.023888888888905,3,3,4,4,4
Hollis-L,0,2009,2009-09-14,57.398641975308664,46.09419753086421,126.72839506172839,57.023888888888905,3,3,4,2,2
Antrim-T,0,2009,2009-09-14,57.398641975308664,46.09419753086421,126.72839506172839,57.023888888888905,3,3,4,0,0
Peterborough-R,1,2009,2009-09-14,57.398641975308664,46.09419753086421,126.72839506172839,57.023888888888905,3,3,4,0,0
Jaffrey-C,0,2009,2009-09-14,57.398641975308664,46.09419753086421,126.72839506172839,57.023888888888905,3,3,4,1,1
Mason-B,0,2009,2009-09-14,57.398641975308664,46.09419753086421,126.72839506172839,57.023888888888905,3,3,4,1,1
Merrimack-T,0,2009,2009-09-21,58.78683168316834,51.40950495049496,126.48514851485149,58.30430693069309,2,2,2,0,0
Litchfield-M,0,2009,2009-09-21,58.78683168316834,51.40950495049496,126.48514851485149,58.30430693069309,2,2,2,1,1
Litchfield-W1,10,2009,2009-09-21,58.78683168316834,51.40950495049496,126.48514851485149,58.30430693069309,2,2,2,0,0
Litchfield-W2,35,2009,2009-09-21,58.78683168316834,51.40950495049496,126.48514851485149,58.30430693069309,2,2,2,0,0
Hudson-S,0,2009,2009-09-21,58.78683168316834,51.40950495049496,126.48514851485149,58.30430693069309,2,2,2,0,0
Pelham-G,3,2009,2009-09-21,58.78683168316834,51.40950495049496,126.48514851485149,58.30430693069309,2,2,2,0,0
Milford-S,1,2009,2009-09-21,58.78683168316834,51.40950495049496,126.48514851485149,58.30430693069309,2,2,2,3,3
Milford-L,1,2009,2009-09-21,58.78683168316834,51.40950495049496,126.48514851485149,58.30430693069309,2,2,2,4,4
Hollis-K,0,2009,2009-09-21,58.78683168316834,51.40950495049496,126.48514851485149,58.30430693069309,2,2,2,1,1
Hollis-B,0,2009,2009-09-21,58.78683168316834,51.40950495049496,126.48514851485149,58.30430693069309,2,2,2,2,2
Hollis-JL,0,2009,2009-09-21,58.78683168316834,51.40950495049496,126.48514851485149,58.30430693069309,2,2,2,1,1
Antrim-T,0,2009,2009-09-21,58.78683168316834,51.40950495049496,126.48514851485149,58.30430693069309,2,2,2,0,0
Peterborough-R,1,2009,2009-09-21,58.78683168316834,51.40950495049496,126.48514851485149,58.30430693069309,2,2,2,0,0
Jaffrey-C,0,2009,2009-09-21,58.78683168316834,51.40950495049496,126.48514851485149,58.30430693069309,2,2,2,1,1
Mason-B,0,2009,2009-09-21,58.78683168316834,51.40950495049496,126.48514851485149,58.30430693069309,2,2,2,1,1
Merrimack-T,0,2009,2009-09-28,56.497469387755075,51.78367346938777,64.85714285714286,56.29342857142856,1,1,1,0,0
Litchfield-M,0,2009,2009-09-28,56.497469387755075,51.78367346938777,64.85714285714286,56.29342857142856,1,1,1,1,1
Litchfield-W1,14,2009,2009-09-28,56.497469387755075,51.78367346938777,64.85714285714286,56.29342857142856,1,1,1,0,0
Litchfield-W2,27,2009,2009-09-28,56.497469387755075,51.78367346938777,64.85714285714286,56.29342857142856,1,1,1,0,0
Hudson-S,0,2009,2009-09-28,56.497469387755075,51.78367346938777,64.85714285714286,56.29342857142856,1,1,1,0,0
Pelham-G,3,2009,2009-09-28,56.497469387755075,51.78367346938777,64.85714285714286,56.29342857142856,1,1,1,0,0
Milford-S,0,2009,2009-09-28,56.497469387755075,51.78367346938777,64.85714285714286,56.29342857142856,1,1,1,3,3
Milford-L,3,2009,2009-09-28,56.497469387755075,51.78367346938777,64.85714285714286,56.29342857142856,1,1,1,2,2
Hollis-K,0,2009,2009-09-28,56.497469387755075,51.78367346938777,64.85714285714286,56.29342857142856,1,1,1,0,0
Hollis-B,2,2009,2009-09-28,56.497469387755075,51.78367346938777,64.85714285714286,56.29342857142856,1,1,1,1,1
Hollis-JL,0,2009,2009-09-28,56.497469387755075,51.78367346938777,64.85714285714286,56.29342857142856,1,1,1,4,4
Antrim-T,2,2009,2009-09-28,56.497469387755075,51.78367346938777,64.85714285714286,56.29342857142856,1,1,1,0,0
Peterborough-R,0,2009,2009-09-28,56.497469387755075,51.78367346938777,64.85714285714286,56.29342857142856,1,1,1,0,0
Jaffrey-C,0,2009,2009-09-28,56.497469387755075,51.78367346938777,64.85714285714286,56.29342857142856,1,1,1,0,0
Mason-B,1,2009,2009-09-28,56.497469387755075,51.78367346938777,64.85714285714286,56.29342857142856,1,1,1,2,2
Merrimack-T,0,2009,2009-10-05,53.47861386138612,46.54861386138618,123.41584158415841,53.27658415841584,2,2,2,0,10
Litchfield-M,3,2009,2009-10-05,53.47861386138612,46.54861386138618,123.41584158415841,53.27658415841584,2,2,2,2,2
Litchfield-W1,33,2009,2009-10-05,53.47861386138612,46.54861386138618,123.41584158415841,53.27658415841584,2,2,2,0,0
Litchfield-W2,71,2009,2009-10-05,53.47861386138612,46.54861386138618,123.41584158415841,53.27658415841584,2,2,2,0,0
Hudson-S,0,2009,2009-10-05,53.47861386138612,46.54861386138618,123.41584158415841,53.27658415841584,2,2,2,0,0
Pelham-G,4,2009,2009-10-05,53.47861386138612,46.54861386138618,123.41584158415841,53.27658415841584,2,2,2,0,0
Milford-S,12,2009,2009-10-05,53.47861386138612,46.54861386138618,123.41584158415841,53.27658415841584,2,2,2,3,3
Milford-L,6,2009,2009-10-05,53.47861386138612,46.54861386138618,123.41584158415841,53.27658415841584,2,2,2,4,4
Hollis-K,0,2009,2009-10-05,53.47861386138612,46.54861386138618,123.41584158415841,53.27658415841584,2,2,2,1,1
Hollis-B,0,2009,2009-10-05,53.47861386138612,46.54861386138618,123.41584158415841,53.27658415841584,2,2,2,4,4
Hollis-JL,0,2009,2009-10-05,53.47861386138612,46.54861386138618,123.41584158415841,53.27658415841584,2,2,2,3,3
Antrim-T,0,2009,2009-10-05,53.47861386138612,46.54861386138618,123.41584158415841,53.27658415841584,2,2,2,0,0
Jaffrey-C,0,2009,2009-10-05,53.47861386138612,46.54861386138618,123.41584158415841,53.27658415841584,2,2,2,1,1
Mason-B,0,2009,2009-10-05,53.47861386138612,46.54861386138618,123.41584158415841,53.27658415841584,2,2,2,1,1
Merrimack-T,0,2009,2009-10-12,38.81359116022099,29.496353591160197,160.1657458563536,35.19679558011048,3,3,3,0,0
Litchfield-M,2,2009,2009-10-12,38.81359116022099,29.496353591160197,160.1657458563536,35.19679558011048,3,3,3,8,8
Litchfield-W1,21,2009,2009-10-12,38.81359116022099,29.496353591160197,160.1657458563536,35.19679558011048,3,3,3,0,0
Litchfield-W2,32,2009,2009-10-12,38.81359116022099,29.496353591160197,160.1657458563536,35.19679558011048,3,3,3,0,0
Hudson-S,0,2009,2009-10-12,38.81359116022099,29.496353591160197,160.1657458563536,35.19679558011048,3,3,3,0,0
Pelham-G,2,2009,2009-10-12,38.81359116022099,29.496353591160197,160.1657458563536,35.19679558011048,3,3,3,1,1
Milford-S,6,2009,2009-10-12,38.81359116022099,29.496353591160197,160.1657458563536,35.19679558011048,3,3,3,3,3
Milford-L,3,2009,2009-10-12,38.81359116022099,29.496353591160197,160.1657458563536,35.19679558011048,3,3,3,6,6
Hollis-K,0,2009,2009-10-12,38.81359116022099,29.496353591160197,160.1657458563536,35.19679558011048,3,3,3,3,3
Hollis-B,0,2009,2009-10-12,38.81359116022099,29.496353591160197,160.1657458563536,35.19679558011048,3,3,3,0,0
Hollis-JL,0,2009,2009-10-12,38.81359116022099,29.496353591160197,160.1657458563536,35.19679558011048,3,3,3,1,1
Antrim-T,0,2009,2009-10-12,38.81359116022099,29.496353591160197,160.1657458563536,35.19679558011048,3,3,3,0,0
Mason-B,0,2009,2009-10-12,38.81359116022099,29.496353591160197,160.1657458563536,35.19679558011048,3,3,3,1,1
Litchfield-M,0,2009,2009-10-19,46.77974468085109,40.64672340425533,154.3404255319149,44.7131063829787,2,2,2,2,2
Litchfield-W1,0,2009,2009-10-19,46.77974468085109,40.64672340425533,154.3404255319149,44.7131063829787,2,2,2,0,0
Litchfield-W2,0,2009,2009-10-19,46.77974468085109,40.64672340425533,154.3404255319149,44.7131063829787,2,2,2,0,0
Hudson-S,0,2009,2009-10-19,46.77974468085109,40.64672340425533,154.3404255319149,44.7131063829787,2,2,2,0,0
Pelham-G,0,2009,2009-10-19,46.77974468085109,40.64672340425533,154.3404255319149,44.7131063829787,2,2,2,1,1
Milford-S,0,2009,2009-10-19,46.77974468085109,40.64672340425533,154.3404255319149,44.7131063829787,2,2,2,2,2
Milford-L,0,2009,2009-10-19,46.77974468085109,40.64672340425533,154.3404255319149,44.7131063829787,2,2,2,5,4
Hollis-K,0,2009,2009-10-19,46.77974468085109,40.64672340425533,154.3404255319149,44.7131063829787,2,2,2,2,1
Hollis-B,0,2009,2009-10-19,46.77974468085109,40.64672340425533,154.3404255319149,44.7131063829787,2,2,2,1,1
Hollis-K,0,2010,2010-06-28,70.39289617486337,54.72010928961753,107.8688524590164,70.36836065573765,3,5,5,2,2
Hollis-B,0,2010,2010-06-28,70.39289617486337,54.72010928961753,107.8688524590164,70.36836065573765,3,5,5,2,2
Hollis-L,0,2010,2010-06-28,70.39289617486337,54.72010928961753,107.8688524590164,70.36836065573765,3,5,5,1,1
Antrim-T,0,2010,2010-06-28,70.39289617486337,54.72010928961753,107.8688524590164,70.36836065573765,3,5,5,0,0
Jaffrey-C,0,2010,2010-06-28,70.39289617486337,54.72010928961753,107.8688524590164,70.36836065573765,3,5,5,1,2
Mason-B,0,2010,2010-06-28,70.39289617486337,54.72010928961753,107.8688524590164,70.36836065573765,3,5,5,2,2
Litchfield-M,0,2010,2010-07-05,77.71889999999996,67.43010000000005,118.3,79.20789999999997,2,2,2,1,1
Litchfield-W,4,2010,2010-07-05,77.71889999999996,67.43010000000005,118.3,79.20789999999997,2,2,2,10,6
Hudson-S,0,2010,2010-07-05,77.71889999999996,67.43010000000005,118.3,79.20789999999997,2,2,2,0,0
Pelham-G,0,2010,2010-07-05,77.71889999999996,67.43010000000005,118.3,79.20789999999997,2,2,2,1,1
Milford-S,0,2010,2010-07-05,77.71889999999996,67.43010000000005,118.3,79.20789999999997,2,2,2,4,4
Amherst-P,1,2010,2010-07-05,77.71889999999996,67.43010000000005,118.3,79.20789999999997,2,2,2,0,0
Hollis-K,0,2010,2010-07-05,77.71889999999996,67.43010000000005,118.3,79.20789999999997,2,2,2,1,1
Hollis-B,2,2010,2010-07-05,77.71889999999996,67.43010000000005,118.3,79.20789999999997,2,2,2,3,3
Hollis-JL,0,2010,2010-07-05,77.71889999999996,67.43010000000005,118.3,79.20789999999997,2,2,2,1,1
Hollis-L,0,2010,2010-07-05,77.71889999999996,67.43010000000005,118.3,79.20789999999997,2,2,2,1,1
Antrim-T,0,2010,2010-07-05,77.71889999999996,67.43010000000005,118.3,79.20789999999997,2,2,2,1,1
Jaffrey-C,0,2010,2010-07-05,77.71889999999996,67.43010000000005,118.3,79.20789999999997,2,2,2,1,1
Mason-B,0,2010,2010-07-05,77.71889999999996,67.43010000000005,118.3,79.20789999999997,2,2,2,2,2
Concord-A,0,2010,2010-07-05,77.71889999999996,67.43010000000005,118.3,79.20789999999997,2,2,2,1,1
Concord-D2,0,2010,2010-07-05,77.71889999999996,67.43010000000005,118.3,79.20789999999997,2,2,2,0,0
Concord-P,0,2010,2010-07-05,77.71889999999996,67.43010000000005,118.3,79.20789999999997,2,2,2,0,0
Loudon-P,0,2010,2010-07-05,77.71889999999996,67.43010000000005,118.3,79.20789999999997,2,2,2,0,0
Boscawen-C,0,2010,2010-07-05,77.71889999999996,67.43010000000005,118.3,79.20789999999997,2,2,2,0,0
Weare-I,0,2010,2010-07-05,77.71889999999996,67.43010000000005,118.3,79.20789999999997,2,2,2,0,0
NewBoston-M,0,2010,2010-07-05,77.71889999999996,67.43010000000005,118.3,79.20789999999997,2,2,2,0,0
Litchfield-M,0,2010,2010-07-12,74.3544444444444,66.49675213675216,60.55555555555556,75.02846153846156,1,1,1,1,1
Litchfield-W,1,2010,2010-07-12,74.3544444444444,66.49675213675216,60.55555555555556,75.02846153846156,1,1,1,10,4
Hudson-S,0,2010,2010-07-12,74.3544444444444,66.49675213675216,60.55555555555556,75.02846153846156,1,1,1,0,0
Pelham-G,0,2010,2010-07-12,74.3544444444444,66.49675213675216,60.55555555555556,75.02846153846156,1,1,1,0,0
Milford-S,0,2010,2010-07-12,74.3544444444444,66.49675213675216,60.55555555555556,75.02846153846156,1,1,1,5,5
Amherst-P,0,2010,2010-07-12,74.3544444444444,66.49675213675216,60.55555555555556,75.02846153846156,1,1,1,0,0
Hollis-K,0,2010,2010-07-12,74.3544444444444,66.49675213675216,60.55555555555556,75.02846153846156,1,1,1,0,0
Hollis-B,1,2010,2010-07-12,74.3544444444444,66.49675213675216,60.55555555555556,75.02846153846156,1,1,1,0,0
Hollis-JL,0,2010,2010-07-12,74.3544444444444,66.49675213675216,60.55555555555556,75.02846153846156,1,1,1,2,2
Hollis-L,0,2010,2010-07-12,74.3544444444444,66.49675213675216,60.55555555555556,75.02846153846156,1,1,1,0,0
Antrim-T,0,2010,2010-07-12,74.3544444444444,66.49675213675216,60.55555555555556,75.02846153846156,1,1,1,0,0
Jaffrey-C,0,2010,2010-07-12,74.3544444444444,66.49675213675216,60.55555555555556,75.02846153846156,1,1,1,0,0
Mason-B,0,2010,2010-07-12,74.3544444444444,66.49675213675216,60.55555555555556,75.02846153846156,1,1,1,2,2
Concord-A,0,2010,2010-07-12,74.3544444444444,66.49675213675216,60.55555555555556,75.02846153846156,1,1,1,1,1
Concord-D1,0,2010,2010-07-12,74.3544444444444,66.49675213675216,60.55555555555556,75.02846153846156,1,1,1,0,0
Concord-D2,0,2010,2010-07-12,74.3544444444444,66.49675213675216,60.55555555555556,75.02846153846156,1,1,1,0,0
Concord-P,0,2010,2010-07-12,74.3544444444444,66.49675213675216,60.55555555555556,75.02846153846156,1,1,1,0,0
Loudon-P,0,2010,2010-07-12,74.3544444444444,66.49675213675216,60.55555555555556,75.02846153846156,1,1,1,0,0
Boscawen-C,0,2010,2010-07-12,74.3544444444444,66.49675213675216,60.55555555555556,75.02846153846156,1,1,1,0,0
Weare-I,0,2010,2010-07-12,74.3544444444444,66.49675213675216,60.55555555555556,75.02846153846156,1,1,1,0,0
NewBoston-M,0,2010,2010-07-12,74.3544444444444,66.49675213675216,60.55555555555556,75.02846153846156,1,1,1,0,0
Litchfield-M,0,2010,2010-07-19,72.20113537117903,63.92113537117908,106.94323144104804,72.62781659388646,2,2,2,1,1
Litchfield-W,5,2010,2010-07-19,72.20113537117903,63.92113537117908,106.94323144104804,72.62781659388646,2,2,2,9,5
Hudson-S,0,2010,2010-07-19,72.20113537117903,63.92113537117908,106.94323144104804,72.62781659388646,2,2,2,0,0
Pelham-G,0,2010,2010-07-19,72.20113537117903,63.92113537117908,106.94323144104804,72.62781659388646,2,2,2,0,0
Milford-S,0,2010,2010-07-19,72.20113537117903,63.92113537117908,106.94323144104804,72.62781659388646,2,2,2,3,3
Amherst-P,0,2010,2010-07-19,72.20113537117903,63.92113537117908,106.94323144104804,72.62781659388646,2,2,2,0,0
Hollis-K,0,2010,2010-07-19,72.20113537117903,63.92113537117908,106.94323144104804,72.62781659388646,2,2,2,1,1
Hollis-B,0,2010,2010-07-19,72.20113537117903,63.92113537117908,106.94323144104804,72.62781659388646,2,2,2,1,1
Hollis-JL,0,2010,2010-07-19,72.20113537117903,63.92113537117908,106.94323144104804,72.62781659388646,2,2,2,1,1
Hollis-L,0,2010,2010-07-19,72.20113537117903,63.92113537117908,106.94323144104804,72.62781659388646,2,2,2,1,1
